character	value_extended	raw_value	window_freq
留	0.043704	-0.002002	2628
祈	0.043658	-0.002005	81
青	0.043041	-0.002042	5974
毛	0.043001	-0.002045	687
渚	0.042560	-0.002072	621
诀	0.042503	-0.002075	106
指	0.042417	-0.002081	871
溅	0.041991	-0.002107	114
抵	0.041857	-0.002115	135
瑰	0.041689	-0.002125	64
扑	0.041348	-0.002146	172
间	0.041268	-0.002151	3323
杀	0.041180	-0.002157	593
湄	0.040900	-0.002174	93
牛	0.040847	-0.002177	694
婚	0.040821	-0.002179	77
啄	0.040637	-0.002190	208
随	0.040420	-0.002203	3005
泗	0.040309	-0.002210	63
厥	0.039717	-0.002246	85
崔	0.039681	-0.002249	187
世	0.039525	-0.002258	2741
君	0.039478	-0.002261	8383
违	0.039287	-0.002273	404
濡	0.038903	-0.002296	79
铁	0.038872	-0.002298	318
湾	0.038711	-0.002308	129
眸	0.038607	-0.002315	84
改	0.038444	-0.002325	446
之	0.038428	-0.002326	2168
倍	0.038414	-0.002326	193
芒	0.038153	-0.002342	126
饮	0.038069	-0.002348	1200
拖	0.037812	-0.002363	74
刚	0.037697	-0.002370	97
孟	0.037317	-0.002394	212
逶	0.037258	-0.002397	149
嵇	0.037181	-0.002402	95
面	0.036969	-0.002415	1093
毁	0.036906	-0.002419	92
隳	0.036687	-0.002432	72
峰	0.036635	-0.002436	2079
巷	0.036628	-0.002436	397
脚	0.035913	-0.002480	192
彼	0.035350	-0.002514	467
寻	0.035173	-0.002525	2228
来	0.035056	-0.002532	11679
徂	0.034576	-0.002562	86
涨	0.034559	-0.002563	216
线	0.034324	-0.002577	157
呼	0.034210	-0.002584	552
脂	0.033931	-0.002602	125
冬	0.033913	-0.002603	507
绂	0.033869	-0.002605	88
颜	0.033349	-0.002637	1403
鶒	0.033290	-0.002641	55
鸂	0.033290	-0.002641	55
柱	0.033251	-0.002643	392
弘	0.033077	-0.002654	100
蹙	0.032458	-0.002692	105
砌	0.032419	-0.002694	381
砂	0.031942	-0.002724	189
粘	0.031200	-0.002769	62
劫	0.031142	-0.002773	139
豸	0.030747	-0.002797	67
促	0.030702	-0.002800	428
墅	0.030596	-0.002806	61
幽	0.029988	-0.002844	2605
虞	0.029775	-0.002857	253
帐	0.029683	-0.002862	636
董	0.028943	-0.002908	50
淹	0.028606	-0.002928	308
薇	0.028175	-0.002955	154
握	0.028033	-0.002963	192
赠	0.027974	-0.002967	605
臂	0.027913	-0.002971	160
似	0.027567	-0.002992	3557
犬	0.027384	-0.003003	382
逞	0.027230	-0.003013	51
鹉	0.027205	-0.003014	175
萋	0.027121	-0.003019	136
弯	0.026450	-0.003061	110
异	0.025898	-0.003095	1252
畏	0.025640	-0.003110	418
冰	0.025604	-0.003113	987
叟	0.025514	-0.003118	274
偏	0.025096	-0.003144	1148
负	0.025061	-0.003146	771
棹	0.024990	-0.003150	664
岛	0.024758	-0.003164	498
项	0.024071	-0.003207	79
俸	0.024021	-0.003210	115
料	0.023972	-0.003213	221
吸	0.023849	-0.003220	56
株	0.023783	-0.003224	266
忙	0.023738	-0.003227	233
杉	0.023717	-0.003228	217
依	0.023447	-0.003245	1776
堞	0.023382	-0.003249	89
晕	0.023118	-0.003265	53
匹	0.023071	-0.003268	250
骖	0.023036	-0.003270	111
颠	0.023001	-0.003272	229
暑	0.022657	-0.003293	431
醆	0.022624	-0.003295	56
整	0.022615	-0.003296	205
岁	0.022603	-0.003297	2512
踯	0.022389	-0.003310	58
时	0.022351	-0.003312	10541
鹊	0.022309	-0.003315	323
藕	0.021855	-0.003343	110
转	0.021788	-0.003347	1873
其	0.021760	-0.003348	1486
野	0.021738	-0.003350	2826
亦	0.021385	-0.003371	3153
阶	0.021078	-0.003390	857
馀	0.020489	-0.003426	2402
垣	0.020468	-0.003428	234
舍	0.020310	-0.003437	754
蜃	0.020224	-0.003443	54
愤	0.020207	-0.003444	104
党	0.020148	-0.003447	58
餐	0.019934	-0.003461	315
分	0.019893	-0.003463	3520
淼	0.019755	-0.003471	58
缄	0.019685	-0.003476	165
目	0.019397	-0.003493	1019
檀	0.019391	-0.003494	150
迹	0.019207	-0.003505	1320
髯	0.018903	-0.003524	117
湍	0.018895	-0.003524	119
怜	0.018683	-0.003537	1987
卖	0.018354	-0.003557	219
北	0.018149	-0.003570	3172
檐	0.017974	-0.003581	567
颊	0.017905	-0.003585	50
磬	0.017899	-0.003585	402
祠	0.017283	-0.003623	298
垆	0.017197	-0.003628	87
苏	0.016907	-0.003646	500
托	0.016892	-0.003647	415
黛	0.016822	-0.003651	246
竿	0.016812	-0.003652	384
因	0.016660	-0.003661	2379
谊	0.016539	-0.003669	53
网	0.016323	-0.003682	414
释	0.016196	-0.003690	138
墙	0.016034	-0.003700	612
鸡	0.015826	-0.003713	1001
屑	0.015257	-0.003748	80
蔽	0.015254	-0.003748	216
襟	0.015175	-0.003753	658
抑	0.015078	-0.003759	67
缸	0.015037	-0.003761	56
涛	0.014929	-0.003768	490
渡	0.014752	-0.003779	815
亲	0.014739	-0.003779	1637
殁	0.014632	-0.003786	86
樊	0.014528	-0.003792	84
冻	0.014158	-0.003815	351
红	0.014028	-0.003823	3889
屋	0.013514	-0.003855	706
影	0.013512	-0.003855	2484
贱	0.013164	-0.003876	463
蕃	0.013104	-0.003880	160
昼	0.012935	-0.003890	674
涩	0.012695	-0.003905	154
拆	0.012657	-0.003907	99
旁	0.012373	-0.003925	180
禽	0.012132	-0.003939	694
炷	0.012113	-0.003941	60
丝	0.012027	-0.003946	1422
翮	0.011256	-0.003993	187
晖	0.010524	-0.004038	413
樵	0.010409	-0.004045	474
信	0.010401	-0.004046	1568
昧	0.010351	-0.004049	110
缭	0.010149	-0.004061	119
蔡	0.010073	-0.004066	129
白	0.009900	-0.004076	8044
记	0.009884	-0.004077	407
晓	0.009784	-0.004083	2263
各	0.009666	-0.004091	717
遭	0.009493	-0.004101	227
堆	0.009471	-0.004103	273
荆	0.008901	-0.004138	744
蛙	0.008763	-0.004146	68
啸	0.008621	-0.004155	347
朴	0.008596	-0.004156	93
珊	0.008478	-0.004164	164
骐	0.008430	-0.004167	50
尔	0.008393	-0.004169	1231
魏	0.007789	-0.004206	293
膳	0.007532	-0.004222	74
畔	0.007526	-0.004222	522
围	0.007454	-0.004226	291
有	0.007420	-0.004229	11531
两	0.007254	-0.004239	2303
缕	0.007242	-0.004239	234
霏	0.006913	-0.004260	219
付	0.006354	-0.004294	162
而	0.006348	-0.004294	508
针	0.006279	-0.004299	95
田	0.005744	-0.004331	1580
泓	0.005557	-0.004343	60
虏	0.005424	-0.004351	442
黎	0.005343	-0.004356	124
峦	0.005205	-0.004364	139
赢	0.004906	-0.004383	59
踪	0.004714	-0.004395	390
刀	0.004540	-0.004405	568
赊	0.004364	-0.004416	266
户	0.004359	-0.004416	1013
爵	0.003957	-0.004441	100
篆	0.003939	-0.004442	85
婿	0.003526	-0.004467	96
吞	0.003524	-0.004468	255
热	0.003282	-0.004482	274
息	0.003075	-0.004495	1090
戛	0.002963	-0.004502	60
杏	0.002817	-0.004511	454
差	0.002708	-0.004518	599
荔	0.002435	-0.004534	108
翛	0.002372	-0.004538	86
斧	0.001703	-0.004579	116
纡	0.001683	-0.004581	146
裂	0.001341	-0.004602	157
俱	0.001276	-0.004606	653
循	0.001262	-0.004606	143
殷	0.000643	-0.004644	606
泾	0.000408	-0.004659	64
洲	0.000110	-0.004677	1012
鳃	0.000000	0.000000	8
擞	0.000000	0.000000	14
媞	0.000000	0.000000	1
鞓	0.000000	0.000000	1
馤	0.000000	0.000000	1
宏	0.000000	0.000000	36
嘐	0.000000	0.000000	3
郾	0.000000	0.000000	2
猃	0.000000	0.000000	3
嗉	0.000000	0.000000	2
骹	0.000000	0.000000	2
鷠	0.000000	0.000000	1
搦	0.000000	0.000000	15
胁	0.000000	0.000000	14
铛	0.000000	0.000000	33
慑	0.000000	0.000000	20
峿	0.000000	0.000000	1
蚤	0.000000	0.000000	10
赓	0.000000	0.000000	17
乂	0.000000	0.000000	8
栲	0.000000	0.000000	5
磊	0.000000	0.000000	40
鲊	0.000000	0.000000	9
髤	0.000000	0.000000	2
嵎	0.000000	0.000000	1
獹	0.000000	0.000000	1
亘	0.000000	0.000000	38
泮	0.000000	0.000000	20
赣	0.000000	0.000000	4
茁	0.000000	0.000000	3
轘	0.000000	0.000000	10
鸸	0.000000	0.000000	1
蛣	0.000000	0.000000	1
磅	0.000000	0.000000	5
缶	0.000000	0.000000	7
雰	0.000000	0.000000	16
枿	0.000000	0.000000	25
忖	0.000000	0.000000	5
蒀	0.000000	0.000000	2
椤	0.000000	0.000000	1
窳	0.000000	0.000000	2
轼	0.000000	0.000000	27
巩	0.000000	0.000000	27
膑	0.000000	0.000000	3
蕣	0.000000	0.000000	20
骴	0.000000	0.000000	1
腒	0.000000	0.000000	1
桫	0.000000	0.000000	1
蚩	0.000000	0.000000	26
胣	0.000000	0.000000	1
醲	0.000000	0.000000	15
帕	0.000000	0.000000	13
訏	0.000000	0.000000	9
蟒	0.000000	0.000000	8
噬	0.000000	0.000000	35
龁	0.000000	0.000000	6
痞	0.000000	0.000000	1
猾	0.000000	0.000000	8
芡	0.000000	0.000000	15
莩	0.000000	0.000000	3
疈	0.000000	0.000000	1
帔	0.000000	0.000000	49
騂	0.000000	0.000000	15
鲰	0.000000	0.000000	1
鞞	0.000000	0.000000	29
呵	0.000000	0.000000	41
胏	0.000000	0.000000	1
渎	0.000000	0.000000	22
磲	0.000000	0.000000	1
尖	0.000000	0.000000	49
晅	0.000000	0.000000	1
昒	0.000000	0.000000	1
茝	0.000000	0.000000	11
僖	0.000000	0.000000	1
窌	0.000000	0.000000	2
谌	0.000000	0.000000	6
绾	0.000000	0.000000	44
麰	0.000000	0.000000	2
咤	0.000000	0.000000	18
概	0.000000	0.000000	37
骈	0.000000	0.000000	33
佯	0.000000	0.000000	38
谍	0.000000	0.000000	7
泱	0.000000	0.000000	30
襵	0.000000	0.000000	1
篡	0.000000	0.000000	8
皪	0.000000	0.000000	17
赦	0.000000	0.000000	32
揲	0.000000	0.000000	6
邗	0.000000	0.000000	6
螾	0.000000	0.000000	1
胝	0.000000	0.000000	19
啻	0.000000	0.000000	41
麃	0.000000	0.000000	1
斡	0.000000	0.000000	16
椿	0.000000	0.000000	30
憀	0.000000	0.000000	35
髡	0.000000	0.000000	12
苡	0.000000	0.000000	17
俏	0.000000	0.000000	1
措	0.000000	0.000000	19
馁	0.000000	0.000000	21
躘	0.000000	0.000000	1
謷	0.000000	0.000000	1
趚	0.000000	0.000000	2
鞔	0.000000	0.000000	2
惕	0.000000	0.000000	42
嶪	0.000000	0.000000	5
昴	0.000000	0.000000	11
郫	0.000000	0.000000	2
铢	0.000000	0.000000	46
鎞	0.000000	0.000000	1
疠	0.000000	0.000000	38
絜	0.000000	0.000000	29
觇	0.000000	0.000000	9
靸	0.000000	0.000000	6
轒	0.000000	0.000000	2
篊	0.000000	0.000000	1
窖	0.000000	0.000000	3
毗	0.000000	0.000000	48
铏	0.000000	0.000000	2
瓴	0.000000	0.000000	9
鶂	0.000000	0.000000	5
鹥	0.000000	0.000000	32
酲	0.000000	0.000000	49
噌	0.000000	0.000000	1
盾	0.000000	0.000000	3
烘	0.000000	0.000000	30
廑	0.000000	0.000000	1
戮	0.000000	0.000000	49
玖	0.000000	0.000000	9
萑	0.000000	0.000000	2
抔	0.000000	0.000000	3
技	0.000000	0.000000	14
酆	0.000000	0.000000	13
猘	0.000000	0.000000	3
軷	0.000000	0.000000	1
昕	0.000000	0.000000	5
絺	0.000000	0.000000	21
鄣	0.000000	0.000000	5
绥	0.000000	0.000000	32
夤	0.000000	0.000000	37
普	0.000000	0.000000	30
檗	0.000000	0.000000	22
杌	0.000000	0.000000	3
蒯	0.000000	0.000000	6
媭	0.000000	0.000000	3
苓	0.000000	0.000000	28
掘	0.000000	0.000000	34
缜	0.000000	0.000000	2
豗	0.000000	0.000000	9
餱	0.000000	0.000000	2
屣	0.000000	0.000000	42
儋	0.000000	0.000000	9
虆	0.000000	0.000000	1
憍	0.000000	0.000000	1
桠	0.000000	0.000000	4
轪	0.000000	0.000000	2
廛	0.000000	0.000000	14
咍	0.000000	0.000000	16
颙	0.000000	0.000000	34
殃	0.000000	0.000000	22
腿	0.000000	0.000000	2
皤	0.000000	0.000000	29
攉	0.000000	0.000000	1
孽	0.000000	0.000000	25
綮	0.000000	0.000000	1
偕	0.000000	0.000000	37
枋	0.000000	0.000000	5
砆	0.000000	0.000000	2
袗	0.000000	0.000000	1
瀼	0.000000	0.000000	18
涔	0.000000	0.000000	42
棫	0.000000	0.000000	1
盻	0.000000	0.000000	9
牯	0.000000	0.000000	1
楂	0.000000	0.000000	12
鏦	0.000000	0.000000	6
饤	0.000000	0.000000	3
筰	0.000000	0.000000	1
晀	0.000000	0.000000	1
淈	0.000000	0.000000	1
杕	0.000000	0.000000	5
罩	0.000000	0.000000	31
骞	0.000000	0.000000	27
蚪	0.000000	0.000000	1
讥	0.000000	0.000000	31
靺	0.000000	0.000000	2
僵	0.000000	0.000000	23
啑	0.000000	0.000000	3
糜	0.000000	0.000000	16
褧	0.000000	0.000000	6
凸	0.000000	0.000000	3
獬	0.000000	0.000000	26
裸	0.000000	0.000000	7
趺	0.000000	0.000000	7
蹭	0.000000	0.000000	30
扛	0.000000	0.000000	1
鬯	0.000000	0.000000	19
缛	0.000000	0.000000	15
罴	0.000000	0.000000	38
儛	0.000000	0.000000	1
盝	0.000000	0.000000	1
傭	0.000000	0.000000	1
铍	0.000000	0.000000	4
醍	0.000000	0.000000	31
劼	0.000000	0.000000	1
芋	0.000000	0.000000	28
踜	0.000000	0.000000	1
沇	0.000000	0.000000	1
罿	0.000000	0.000000	1
偻	0.000000	0.000000	15
蠢	0.000000	0.000000	24
恌	0.000000	0.000000	1
瀹	0.000000	0.000000	2
瑱	0.000000	0.000000	3
扞	0.000000	0.000000	3
穸	0.000000	0.000000	3
檿	0.000000	0.000000	3
蓦	0.000000	0.000000	11
脍	0.000000	0.000000	24
嘤	0.000000	0.000000	14
挻	0.000000	0.000000	1
沄	0.000000	0.000000	9
彖	0.000000	0.000000	2
饕	0.000000	0.000000	7
掎	0.000000	0.000000	4
歔	0.000000	0.000000	6
肛	0.000000	0.000000	1
琨	0.000000	0.000000	18
溔	0.000000	0.000000	1
币	0.000000	0.000000	40
炱	0.000000	0.000000	2
椠	0.000000	0.000000	9
澾	0.000000	0.000000	1
釭	0.000000	0.000000	28
膊	0.000000	0.000000	6
狃	0.000000	0.000000	1
祶	0.000000	0.000000	1
駊	0.000000	0.000000	3
娆	0.000000	0.000000	18
荑	0.000000	0.000000	30
缊	0.000000	0.000000	19
胾	0.000000	0.000000	1
瘫	0.000000	0.000000	1
刳	0.000000	0.000000	28
酗	0.000000	0.000000	2
巳	0.000000	0.000000	49
汔	0.000000	0.000000	1
籊	0.000000	0.000000	1
柜	0.000000	0.000000	3
烨	0.000000	0.000000	3
犨	0.000000	0.000000	1
呦	0.000000	0.000000	14
瀺	0.000000	0.000000	2
溽	0.000000	0.000000	12
攫	0.000000	0.000000	21
岝	0.000000	0.000000	2
鄄	0.000000	0.000000	1
枌	0.000000	0.000000	10
髆	0.000000	0.000000	3
怿	0.000000	0.000000	6
墠	0.000000	0.000000	5
腋	0.000000	0.000000	21
紖	0.000000	0.000000	1
滫	0.000000	0.000000	2
苌	0.000000	0.000000	7
襫	0.000000	0.000000	1
泫	0.000000	0.000000	42
赒	0.000000	0.000000	3
憘	0.000000	0.000000	1
饪	0.000000	0.000000	4
阐	0.000000	0.000000	26
泖	0.000000	0.000000	1
旍	0.000000	0.000000	4
诧	0.000000	0.000000	8
堡	0.000000	0.000000	12
罹	0.000000	0.000000	43
僝	0.000000	0.000000	1
韅	0.000000	0.000000	1
挲	0.000000	0.000000	13
麏	0.000000	0.000000	12
拢	0.000000	0.000000	24
蛊	0.000000	0.000000	18
侪	0.000000	0.000000	14
弈	0.000000	0.000000	20
痒	0.000000	0.000000	14
苮	0.000000	0.000000	1
磁	0.000000	0.000000	1
姝	0.000000	0.000000	36
祆	0.000000	0.000000	7
毯	0.000000	0.000000	16
纯	0.000000	0.000000	41
袚	0.000000	0.000000	2
隰	0.000000	0.000000	36
赗	0.000000	0.000000	2
谔	0.000000	0.000000	9
枹	0.000000	0.000000	3
镬	0.000000	0.000000	10
牒	0.000000	0.000000	29
洧	0.000000	0.000000	8
桹	0.000000	0.000000	3
褎	0.000000	0.000000	3
嵰	0.000000	0.000000	1
咒	0.000000	0.000000	30
拏	0.000000	0.000000	38
跬	0.000000	0.000000	8
碜	0.000000	0.000000	1
狺	0.000000	0.000000	4
縻	0.000000	0.000000	15
溆	0.000000	0.000000	27
嶙	0.000000	0.000000	16
掫	0.000000	0.000000	1
郃	0.000000	0.000000	1
猕	0.000000	0.000000	21
昊	0.000000	0.000000	39
帢	0.000000	0.000000	2
蓊	0.000000	0.000000	13
滮	0.000000	0.000000	2
醽	0.000000	0.000000	11
荍	0.000000	0.000000	1
槲	0.000000	0.000000	10
泯	0.000000	0.000000	30
淜	0.000000	0.000000	1
秬	0.000000	0.000000	4
锅	0.000000	0.000000	3
咷	0.000000	0.000000	2
坱	0.000000	0.000000	5
钐	0.000000	0.000000	1
煜	0.000000	0.000000	1
哳	0.000000	0.000000	7
漴	0.000000	0.000000	3
鹩	0.000000	0.000000	20
跏	0.000000	0.000000	7
蒋	0.000000	0.000000	42
髀	0.000000	0.000000	11
铮	0.000000	0.000000	21
贸	0.000000	0.000000	5
苈	0.000000	0.000000	2
鳣	0.000000	0.000000	16
衬	0.000000	0.000000	32
栀	0.000000	0.000000	18
醷	0.000000	0.000000	1
枅	0.000000	0.000000	1
贽	0.000000	0.000000	6
糈	0.000000	0.000000	2
朘	0.000000	0.000000	1
罟	0.000000	0.000000	26
绎	0.000000	0.000000	17
槚	0.000000	0.000000	5
芄	0.000000	0.000000	1
槥	0.000000	0.000000	1
禩	0.000000	0.000000	1
玙	0.000000	0.000000	16
欔	0.000000	0.000000	1
泆	0.000000	0.000000	1
崿	0.000000	0.000000	20
澈	0.000000	0.000000	47
侘	0.000000	0.000000	1
贬	0.000000	0.000000	18
猓	0.000000	0.000000	1
缯	0.000000	0.000000	25
辎	0.000000	0.000000	8
埞	0.000000	0.000000	1
醨	0.000000	0.000000	9
恂	0.000000	0.000000	8
惚	0.000000	0.000000	37
铗	0.000000	0.000000	13
茜	0.000000	0.000000	23
鲕	0.000000	0.000000	2
篮	0.000000	0.000000	43
硼	0.000000	0.000000	1
汛	0.000000	0.000000	1
菀	0.000000	0.000000	2
批	0.000000	0.000000	17
襕	0.000000	0.000000	2
矮	0.000000	0.000000	9
簰	0.000000	0.000000	1
倪	0.000000	0.000000	37
靮	0.000000	0.000000	3
楣	0.000000	0.000000	15
龉	0.000000	0.000000	6
龆	0.000000	0.000000	4
潾	0.000000	0.000000	6
啖	0.000000	0.000000	34
戽	0.000000	0.000000	1
衎	0.000000	0.000000	3
滹	0.000000	0.000000	15
儆	0.000000	0.000000	4
晷	0.000000	0.000000	23
蒍	0.000000	0.000000	1
辖	0.000000	0.000000	38
椸	0.000000	0.000000	1
综	0.000000	0.000000	5
鲔	0.000000	0.000000	9
醋	0.000000	0.000000	6
鹕	0.000000	0.000000	3
觺	0.000000	0.000000	1
奫	0.000000	0.000000	6
嫉	0.000000	0.000000	19
邃	0.000000	0.000000	40
栺	0.000000	0.000000	1
彘	0.000000	0.000000	4
箠	0.000000	0.000000	9
娩	0.000000	0.000000	11
祃	0.000000	0.000000	1
箜	0.000000	0.000000	34
佝	0.000000	0.000000	1
蔀	0.000000	0.000000	1
橄	0.000000	0.000000	1
嫛	0.000000	0.000000	1
勷	0.000000	0.000000	2
牷	0.000000	0.000000	11
泂	0.000000	0.000000	3
袙	0.000000	0.000000	1
胘	0.000000	0.000000	1
猗	0.000000	0.000000	29
蓐	0.000000	0.000000	11
甥	0.000000	0.000000	27
讹	0.000000	0.000000	39
藐	0.000000	0.000000	5
胭	0.000000	0.000000	29
爆	0.000000	0.000000	11
瓚	0.000000	0.000000	1
偓	0.000000	0.000000	3
帜	0.000000	0.000000	22
涿	0.000000	0.000000	13
眹	0.000000	0.000000	2
瑽	0.000000	0.000000	2
拲	0.000000	0.000000	1
硝	0.000000	0.000000	1
莠	0.000000	0.000000	15
戋	0.000000	0.000000	2
迳	0.000000	0.000000	2
氐	0.000000	0.000000	5
魑	0.000000	0.000000	36
苛	0.000000	0.000000	14
匦	0.000000	0.000000	1
簴	0.000000	0.000000	11
陲	0.000000	0.000000	47
缪	0.000000	0.000000	31
仳	0.000000	0.000000	2
洵	0.000000	0.000000	2
赎	0.000000	0.000000	20
睆	0.000000	0.000000	4
杷	0.000000	0.000000	9
燀	0.000000	0.000000	3
瘀	0.000000	0.000000	1
絁	0.000000	0.000000	1
诞	0.000000	0.000000	48
萯	0.000000	0.000000	1
鲧	0.000000	0.000000	3
殪	0.000000	0.000000	3
辩	0.000000	0.000000	46
螽	0.000000	0.000000	4
荦	0.000000	0.000000	12
靠	0.000000	0.000000	2
硙	0.000000	0.000000	1
啜	0.000000	0.000000	27
謥	0.000000	0.000000	2
抉	0.000000	0.000000	9
糠	0.000000	0.000000	19
皦	0.000000	0.000000	9
酦	0.000000	0.000000	2
剜	0.000000	0.000000	10
恧	0.000000	0.000000	6
簁	0.000000	0.000000	2
眶	0.000000	0.000000	1
壹	0.000000	0.000000	4
腆	0.000000	0.000000	1
屎	0.000000	0.000000	1
蟛	0.000000	0.000000	1
禗	0.000000	0.000000	2
榇	0.000000	0.000000	11
苕	0.000000	0.000000	37
涬	0.000000	0.000000	3
僰	0.000000	0.000000	8
醢	0.000000	0.000000	10
臊	0.000000	0.000000	19
晡	0.000000	0.000000	28
袤	0.000000	0.000000	2
栳	0.000000	0.000000	4
螖	0.000000	0.000000	1
捋	0.000000	0.000000	15
獭	0.000000	0.000000	28
箩	0.000000	0.000000	1
鬃	0.000000	0.000000	12
迨	0.000000	0.000000	30
黻	0.000000	0.000000	13
璨	0.000000	0.000000	15
赃	0.000000	0.000000	2
泌	0.000000	0.000000	3
刖	0.000000	0.000000	15
嗫	0.000000	0.000000	2
桔	0.000000	0.000000	19
摊	0.000000	0.000000	3
毸	0.000000	0.000000	6
辋	0.000000	0.000000	10
耋	0.000000	0.000000	9
寨	0.000000	0.000000	14
翟	0.000000	0.000000	40
梡	0.000000	0.000000	3
妥	0.000000	0.000000	16
寮	0.000000	0.000000	43
鳗	0.000000	0.000000	1
侥	0.000000	0.000000	7
钲	0.000000	0.000000	15
衩	0.000000	0.000000	5
侮	0.000000	0.000000	15
楝	0.000000	0.000000	1
婕	0.000000	0.000000	16
瀄	0.000000	0.000000	1
摈	0.000000	0.000000	10
轭	0.000000	0.000000	8
旻	0.000000	0.000000	36
嫭	0.000000	0.000000	4
獐	0.000000	0.000000	6
踡	0.000000	0.000000	5
钻	0.000000	0.000000	21
阪	0.000000	0.000000	8
饬	0.000000	0.000000	12
俋	0.000000	0.000000	1
咡	0.000000	0.000000	1
阃	0.000000	0.000000	49
垞	0.000000	0.000000	4
译	0.000000	0.000000	38
榱	0.000000	0.000000	5
罯	0.000000	0.000000	3
髅	0.000000	0.000000	9
幰	0.000000	0.000000	38
璀	0.000000	0.000000	13
货	0.000000	0.000000	44
埂	0.000000	0.000000	2
琰	0.000000	0.000000	18
撦	0.000000	0.000000	1
倅	0.000000	0.000000	5
麖	0.000000	0.000000	1
庞	0.000000	0.000000	46
棍	0.000000	0.000000	1
獗	0.000000	0.000000	2
筜	0.000000	0.000000	11
它	0.000000	0.000000	11
兑	0.000000	0.000000	6
憝	0.000000	0.000000	1
瀔	0.000000	0.000000	1
筁	0.000000	0.000000	1
橑	0.000000	0.000000	4
竦	0.000000	0.000000	34
鸮	0.000000	0.000000	25
掊	0.000000	0.000000	7
圯	0.000000	0.000000	5
怙	0.000000	0.000000	3
桩	0.000000	0.000000	4
咦	0.000000	0.000000	1
惺	0.000000	0.000000	6
做	0.000000	0.000000	2
鸩	0.000000	0.000000	6
腷	0.000000	0.000000	1
轨	0.000000	0.000000	43
歈	0.000000	0.000000	14
鎝	0.000000	0.000000	1
俪	0.000000	0.000000	13
雊	0.000000	0.000000	5
巑	0.000000	0.000000	7
昳	0.000000	0.000000	2
钥	0.000000	0.000000	34
掁	0.000000	0.000000	3
嗽	0.000000	0.000000	6
襮	0.000000	0.000000	1
拶	0.000000	0.000000	7
诫	0.000000	0.000000	41
罕	0.000000	0.000000	47
荠	0.000000	0.000000	24
躞	0.000000	0.000000	46
飉	0.000000	0.000000	1
躁	0.000000	0.000000	22
娅	0.000000	0.000000	8
瓷	0.000000	0.000000	10
垫	0.000000	0.000000	19
萐	0.000000	0.000000	2
恞	0.000000	0.000000	1
硊	0.000000	0.000000	1
螫	0.000000	0.000000	7
缬	0.000000	0.000000	21
埒	0.000000	0.000000	25
泷	0.000000	0.000000	29
拣	0.000000	0.000000	47
鞦	0.000000	0.000000	5
蹳	0.000000	0.000000	1
裕	0.000000	0.000000	14
碔	0.000000	0.000000	2
恤	0.000000	0.000000	49
溷	0.000000	0.000000	5
捶	0.000000	0.000000	15
痿	0.000000	0.000000	2
朅	0.000000	0.000000	34
奂	0.000000	0.000000	7
啴	0.000000	0.000000	1
叆	0.000000	0.000000	5
漓	0.000000	0.000000	34
膈	0.000000	0.000000	1
擐	0.000000	0.000000	12
痹	0.000000	0.000000	6
麨	0.000000	0.000000	2
缉	0.000000	0.000000	40
擗	0.000000	0.000000	3
弰	0.000000	0.000000	5
堙	0.000000	0.000000	8
谱	0.000000	0.000000	29
犷	0.000000	0.000000	3
撄	0.000000	0.000000	6
匐	0.000000	0.000000	9
桴	0.000000	0.000000	27
鍮	0.000000	0.000000	2
蜥	0.000000	0.000000	4
模	0.000000	0.000000	47
臼	0.000000	0.000000	29
翱	0.000000	0.000000	48
惫	0.000000	0.000000	11
篸	0.000000	0.000000	22
很	0.000000	0.000000	5
祏	0.000000	0.000000	2
镠	0.000000	0.000000	1
矕	0.000000	0.000000	1
剸	0.000000	0.000000	7
餔	0.000000	0.000000	10
谶	0.000000	0.000000	12
抬	0.000000	0.000000	37
蹐	0.000000	0.000000	5
狄	0.000000	0.000000	49
砗	0.000000	0.000000	1
囿	0.000000	0.000000	22
鞲	0.000000	0.000000	29
捽	0.000000	0.000000	7
傩	0.000000	0.000000	8
购	0.000000	0.000000	6
鷇	0.000000	0.000000	10
毖	0.000000	0.000000	2
蚀	0.000000	0.000000	37
犴	0.000000	0.000000	3
魍	0.000000	0.000000	22
鰌	0.000000	0.000000	2
歆	0.000000	0.000000	47
噀	0.000000	0.000000	9
括	0.000000	0.000000	18
跹	0.000000	0.000000	8
飍	0.000000	0.000000	1
瘉	0.000000	0.000000	1
郦	0.000000	0.000000	4
莪	0.000000	0.000000	2
嘿	0.000000	0.000000	10
筛	0.000000	0.000000	6
觋	0.000000	0.000000	7
颅	0.000000	0.000000	2
罐	0.000000	0.000000	1
蜓	0.000000	0.000000	26
姊	0.000000	0.000000	22
恕	0.000000	0.000000	16
捏	0.000000	0.000000	4
焱	0.000000	0.000000	2
阋	0.000000	0.000000	1
诜	0.000000	0.000000	21
蓿	0.000000	0.000000	17
暍	0.000000	0.000000	7
铠	0.000000	0.000000	2
琯	0.000000	0.000000	25
磻	0.000000	0.000000	37
戊	0.000000	0.000000	13
蝙	0.000000	0.000000	16
迅	0.000000	0.000000	42
瓿	0.000000	0.000000	2
囋	0.000000	0.000000	4
矧	0.000000	0.000000	17
柎	0.000000	0.000000	1
汭	0.000000	0.000000	17
槠	0.000000	0.000000	4
搰	0.000000	0.000000	2
枮	0.000000	0.000000	1
渻	0.000000	0.000000	1
