character	value_extended	raw_value	window_freq
曚	0.000000	0.000000	3
镝	0.000000	0.000000	26
瓘	0.000000	0.000000	2
獍	0.000000	0.000000	1
崦	0.000000	0.000000	32
邬	0.000000	0.000000	2
蘧	0.000000	0.000000	15
纠	0.000000	0.000000	33
赌	0.000000	0.000000	48
曼	0.000000	0.000000	34
僦	0.000000	0.000000	1
駬	0.000000	0.000000	1
泳	0.000000	0.000000	27
琬	0.000000	0.000000	7
椁	0.000000	0.000000	2
檎	0.000000	0.000000	2
窿	0.000000	0.000000	3
卵	0.000000	0.000000	34
泼	0.000000	0.000000	38
晤	0.000000	0.000000	36
匍	0.000000	0.000000	8
呞	0.000000	0.000000	1
牲	0.000000	0.000000	49
隗	0.000000	0.000000	38
舣	0.000000	0.000000	13
洚	0.000000	0.000000	2
簩	0.000000	0.000000	1
岧	0.000000	0.000000	49
慊	0.000000	0.000000	4
鸊	0.000000	0.000000	18
舔	0.000000	0.000000	1
掞	0.000000	0.000000	16
斐	0.000000	0.000000	16
廒	0.000000	0.000000	3
芟	0.000000	0.000000	24
隃	0.000000	0.000000	1
蕈	0.000000	0.000000	4
拊	0.000000	0.000000	24
踬	0.000000	0.000000	12
痟	0.000000	0.000000	2
鞘	0.000000	0.000000	26
篪	0.000000	0.000000	19
砺	0.000000	0.000000	36
畤	0.000000	0.000000	12
隮	0.000000	0.000000	3
躩	0.000000	0.000000	6
昞	0.000000	0.000000	1
窝	0.000000	0.000000	2
汇	0.000000	0.000000	16
签	0.000000	0.000000	31
葐	0.000000	0.000000	1
礒	0.000000	0.000000	1
劻	0.000000	0.000000	2
嫪	0.000000	0.000000	3
鵕	0.000000	0.000000	2
訇	0.000000	0.000000	8
薅	0.000000	0.000000	3
僴	0.000000	0.000000	2
雘	0.000000	0.000000	11
帻	0.000000	0.000000	41
轿	0.000000	0.000000	1
妤	0.000000	0.000000	16
龀	0.000000	0.000000	2
荪	0.000000	0.000000	44
嗥	0.000000	0.000000	12
捻	0.000000	0.000000	13
铨	0.000000	0.000000	11
愯	0.000000	0.000000	1
蓪	0.000000	0.000000	3
跛	0.000000	0.000000	9
鼋	0.000000	0.000000	25
赈	0.000000	0.000000	4
姞	0.000000	0.000000	1
摅	0.000000	0.000000	32
圪	0.000000	0.000000	1
罝	0.000000	0.000000	16
洫	0.000000	0.000000	5
榸	0.000000	0.000000	2
朮	0.000000	0.000000	40
蕲	0.000000	0.000000	15
洎	0.000000	0.000000	6
佣	0.000000	0.000000	15
珓	0.000000	0.000000	1
咈	0.000000	0.000000	1
拒	0.000000	0.000000	34
惛	0.000000	0.000000	4
跞	0.000000	0.000000	2
廖	0.000000	0.000000	2
媪	0.000000	0.000000	9
搉	0.000000	0.000000	1
毵	0.000000	0.000000	21
懦	0.000000	0.000000	30
毳	0.000000	0.000000	47
搤	0.000000	0.000000	1
飔	0.000000	0.000000	22
擫	0.000000	0.000000	3
呿	0.000000	0.000000	1
笆	0.000000	0.000000	2
庳	0.000000	0.000000	11
黉	0.000000	0.000000	1
驔	0.000000	0.000000	9
谜	0.000000	0.000000	2
橦	0.000000	0.000000	6
膋	0.000000	0.000000	10
氎	0.000000	0.000000	9
缟	0.000000	0.000000	28
蒺	0.000000	0.000000	14
摐	0.000000	0.000000	39
虥	0.000000	0.000000	2
韡	0.000000	0.000000	1
谴	0.000000	0.000000	30
鶬	0.000000	0.000000	13
哜	0.000000	0.000000	1
濞	0.000000	0.000000	3
蜦	0.000000	0.000000	1
詧	0.000000	0.000000	1
騣	0.000000	0.000000	13
瑝	0.000000	0.000000	1
郗	0.000000	0.000000	8
詈	0.000000	0.000000	5
澒	0.000000	0.000000	18
烻	0.000000	0.000000	4
旰	0.000000	0.000000	22
輗	0.000000	0.000000	1
饁	0.000000	0.000000	2
醵	0.000000	0.000000	4
臡	0.000000	0.000000	1
飚	0.000000	0.000000	7
戾	0.000000	0.000000	44
琥	0.000000	0.000000	40
鼐	0.000000	0.000000	11
燠	0.000000	0.000000	26
韔	0.000000	0.000000	1
黬	0.000000	0.000000	1
忤	0.000000	0.000000	25
浉	0.000000	0.000000	1
黧	0.000000	0.000000	3
猧	0.000000	0.000000	3
繙	0.000000	0.000000	2
厩	0.000000	0.000000	44
霪	0.000000	0.000000	9
镆	0.000000	0.000000	15
坷	0.000000	0.000000	4
皈	0.000000	0.000000	2
傧	0.000000	0.000000	1
搀	0.000000	0.000000	4
緵	0.000000	0.000000	1
涝	0.000000	0.000000	2
髟	0.000000	0.000000	3
鹣	0.000000	0.000000	1
镰	0.000000	0.000000	11
爟	0.000000	0.000000	2
竽	0.000000	0.000000	45
莨	0.000000	0.000000	1
繇	0.000000	0.000000	25
髇	0.000000	0.000000	8
滤	0.000000	0.000000	18
墐	0.000000	0.000000	4
璘	0.000000	0.000000	5
晛	0.000000	0.000000	1
餧	0.000000	0.000000	1
骕	0.000000	0.000000	10
龊	0.000000	0.000000	8
裨	0.000000	0.000000	32
荩	0.000000	0.000000	2
沍	0.000000	0.000000	13
蝗	0.000000	0.000000	16
溠	0.000000	0.000000	4
跜	0.000000	0.000000	2
罫	0.000000	0.000000	2
黜	0.000000	0.000000	36
圞	0.000000	0.000000	3
茑	0.000000	0.000000	17
裀	0.000000	0.000000	13
摝	0.000000	0.000000	1
薝	0.000000	0.000000	17
兢	0.000000	0.000000	30
祜	0.000000	0.000000	15
髑	0.000000	0.000000	9
枍	0.000000	0.000000	3
峙	0.000000	0.000000	25
允	0.000000	0.000000	25
黁	0.000000	0.000000	3
涘	0.000000	0.000000	22
霿	0.000000	0.000000	3
靖	0.000000	0.000000	47
罡	0.000000	0.000000	6
锼	0.000000	0.000000	4
塉	0.000000	0.000000	2
倮	0.000000	0.000000	1
柩	0.000000	0.000000	2
椎	0.000000	0.000000	21
跄	0.000000	0.000000	17
砯	0.000000	0.000000	3
惉	0.000000	0.000000	1
葶	0.000000	0.000000	3
柝	0.000000	0.000000	23
蟢	0.000000	0.000000	4
艨	0.000000	0.000000	6
迪	0.000000	0.000000	5
鞋	0.000000	0.000000	49
璆	0.000000	0.000000	6
舵	0.000000	0.000000	2
蓠	0.000000	0.000000	34
砥	0.000000	0.000000	26
蓏	0.000000	0.000000	1
嚏	0.000000	0.000000	2
斅	0.000000	0.000000	13
慽	0.000000	0.000000	1
籧	0.000000	0.000000	1
炯	0.000000	0.000000	25
嵺	0.000000	0.000000	1
滢	0.000000	0.000000	6
噫	0.000000	0.000000	24
喣	0.000000	0.000000	12
毿	0.000000	0.000000	1
姜	0.000000	0.000000	45
佼	0.000000	0.000000	1
鬔	0.000000	0.000000	1
柢	0.000000	0.000000	7
茕	0.000000	0.000000	18
啁	0.000000	0.000000	12
崤	0.000000	0.000000	16
磕	0.000000	0.000000	5
翌	0.000000	0.000000	1
企	0.000000	0.000000	13
窋	0.000000	0.000000	1
袄	0.000000	0.000000	10
跧	0.000000	0.000000	7
浘	0.000000	0.000000	1
昱	0.000000	0.000000	1
筲	0.000000	0.000000	5
萁	0.000000	0.000000	3
唅	0.000000	0.000000	7
忱	0.000000	0.000000	2
甒	0.000000	0.000000	2
砦	0.000000	0.000000	2
塸	0.000000	0.000000	1
鳏	0.000000	0.000000	17
颒	0.000000	0.000000	2
缮	0.000000	0.000000	5
坦	0.000000	0.000000	46
嫠	0.000000	0.000000	14
皱	0.000000	0.000000	23
悢	0.000000	0.000000	4
鞿	0.000000	0.000000	5
硩	0.000000	0.000000	1
蹲	0.000000	0.000000	44
拼	0.000000	0.000000	1
痈	0.000000	0.000000	3
蠚	0.000000	0.000000	1
蔑	0.000000	0.000000	13
鹯	0.000000	0.000000	22
帑	0.000000	0.000000	4
邳	0.000000	0.000000	6
娣	0.000000	0.000000	1
罤	0.000000	0.000000	2
鹎	0.000000	0.000000	2
馹	0.000000	0.000000	5
沮	0.000000	0.000000	39
穀	0.000000	0.000000	5
鼾	0.000000	0.000000	1
阈	0.000000	0.000000	6
铲	0.000000	0.000000	6
鶋	0.000000	0.000000	5
疣	0.000000	0.000000	7
嫔	0.000000	0.000000	42
霆	0.000000	0.000000	49
鬙	0.000000	0.000000	1
酱	0.000000	0.000000	9
柙	0.000000	0.000000	4
琤	0.000000	0.000000	14
酪	0.000000	0.000000	14
屹	0.000000	0.000000	25
箴	0.000000	0.000000	31
甬	0.000000	0.000000	6
骁	0.000000	0.000000	13
萚	0.000000	0.000000	1
恄	0.000000	0.000000	1
摄	0.000000	0.000000	37
蘪	0.000000	0.000000	1
箬	0.000000	0.000000	20
葚	0.000000	0.000000	2
卨	0.000000	0.000000	3
欤	0.000000	0.000000	36
倢	0.000000	0.000000	1
灂	0.000000	0.000000	4
喁	0.000000	0.000000	7
缎	0.000000	0.000000	1
诡	0.000000	0.000000	32
懊	0.000000	0.000000	14
倬	0.000000	0.000000	3
茀	0.000000	0.000000	3
咙	0.000000	0.000000	2
黮	0.000000	0.000000	4
蜩	0.000000	0.000000	24
锷	0.000000	0.000000	13
灇	0.000000	0.000000	1
蚑	0.000000	0.000000	1
叉	0.000000	0.000000	18
麑	0.000000	0.000000	9
眊	0.000000	0.000000	5
霤	0.000000	0.000000	11
祅	0.000000	0.000000	4
窸	0.000000	0.000000	7
轶	0.000000	0.000000	10
踞	0.000000	0.000000	31
芃	0.000000	0.000000	5
劈	0.000000	0.000000	40
媕	0.000000	0.000000	1
阍	0.000000	0.000000	31
枨	0.000000	0.000000	6
僁	0.000000	0.000000	1
爬	0.000000	0.000000	7
媛	0.000000	0.000000	14
騧	0.000000	0.000000	13
鞑	0.000000	0.000000	1
菖	0.000000	0.000000	49
槅	0.000000	0.000000	1
氍	0.000000	0.000000	4
瑜	0.000000	0.000000	27
狮	0.000000	0.000000	15
楩	0.000000	0.000000	3
纻	0.000000	0.000000	49
狻	0.000000	0.000000	4
鈇	0.000000	0.000000	4
溥	0.000000	0.000000	11
杈	0.000000	0.000000	2
灏	0.000000	0.000000	2
酤	0.000000	0.000000	38
呷	0.000000	0.000000	6
洊	0.000000	0.000000	5
虺	0.000000	0.000000	27
薙	0.000000	0.000000	19
埴	0.000000	0.000000	4
鹞	0.000000	0.000000	6
暐	0.000000	0.000000	3
敝	0.000000	0.000000	44
骀	0.000000	0.000000	43
骆	0.000000	0.000000	26
讯	0.000000	0.000000	37
挤	0.000000	0.000000	3
鄜	0.000000	0.000000	9
辂	0.000000	0.000000	40
偎	0.000000	0.000000	40
黕	0.000000	0.000000	2
縯	0.000000	0.000000	1
巃	0.000000	0.000000	4
熛	0.000000	0.000000	2
獒	0.000000	0.000000	6
蓧	0.000000	0.000000	7
僛	0.000000	0.000000	1
曨	0.000000	0.000000	19
蹶	0.000000	0.000000	23
狵	0.000000	0.000000	1
悰	0.000000	0.000000	12
碕	0.000000	0.000000	8
敔	0.000000	0.000000	1
喙	0.000000	0.000000	10
礓	0.000000	0.000000	1
鷕	0.000000	0.000000	2
輀	0.000000	0.000000	4
鹔	0.000000	0.000000	11
谂	0.000000	0.000000	3
漙	0.000000	0.000000	6
輠	0.000000	0.000000	1
厄	0.000000	0.000000	43
蝼	0.000000	0.000000	27
旎	0.000000	0.000000	18
叵	0.000000	0.000000	10
璚	0.000000	0.000000	1
评	0.000000	0.000000	27
蒨	0.000000	0.000000	48
睟	0.000000	0.000000	6
桷	0.000000	0.000000	5
愎	0.000000	0.000000	2
珉	0.000000	0.000000	17
苻	0.000000	0.000000	8
窆	0.000000	0.000000	2
啐	0.000000	0.000000	2
曀	0.000000	0.000000	4
礜	0.000000	0.000000	1
瘖	0.000000	0.000000	1
揶	0.000000	0.000000	15
砰	0.000000	0.000000	3
棽	0.000000	0.000000	2
捎	0.000000	0.000000	25
玢	0.000000	0.000000	4
鄂	0.000000	0.000000	39
艎	0.000000	0.000000	11
町	0.000000	0.000000	6
鯹	0.000000	0.000000	2
嚵	0.000000	0.000000	2
笏	0.000000	0.000000	40
柖	0.000000	0.000000	1
骰	0.000000	0.000000	8
榞	0.000000	0.000000	1
肶	0.000000	0.000000	1
蠙	0.000000	0.000000	2
虿	0.000000	0.000000	18
碇	0.000000	0.000000	3
械	0.000000	0.000000	3
痊	0.000000	0.000000	20
鞮	0.000000	0.000000	18
鋾	0.000000	0.000000	1
悯	0.000000	0.000000	28
曭	0.000000	0.000000	1
疢	0.000000	0.000000	1
俶	0.000000	0.000000	6
峉	0.000000	0.000000	1
隶	0.000000	0.000000	35
鳲	0.000000	0.000000	1
鹁	0.000000	0.000000	2
滉	0.000000	0.000000	16
瘿	0.000000	0.000000	17
汜	0.000000	0.000000	22
嚱	0.000000	0.000000	3
墉	0.000000	0.000000	38
颧	0.000000	0.000000	1
撚	0.000000	0.000000	31
瞎	0.000000	0.000000	1
蘅	0.000000	0.000000	25
弢	0.000000	0.000000	7
楖	0.000000	0.000000	4
鹴	0.000000	0.000000	12
嵡	0.000000	0.000000	1
纰	0.000000	0.000000	5
幺	0.000000	0.000000	6
涅	0.000000	0.000000	5
绺	0.000000	0.000000	2
襞	0.000000	0.000000	21
耎	0.000000	0.000000	1
夐	0.000000	0.000000	19
礌	0.000000	0.000000	1
舶	0.000000	0.000000	15
糊	0.000000	0.000000	18
澨	0.000000	0.000000	5
悭	0.000000	0.000000	10
斌	0.000000	0.000000	1
缤	0.000000	0.000000	18
绤	0.000000	0.000000	11
怳	0.000000	0.000000	24
鳟	0.000000	0.000000	1
黝	0.000000	0.000000	8
侨	0.000000	0.000000	9
溉	0.000000	0.000000	27
絓	0.000000	0.000000	1
苫	0.000000	0.000000	13
晰	0.000000	0.000000	17
眩	0.000000	0.000000	20
脊	0.000000	0.000000	25
膇	0.000000	0.000000	1
擦	0.000000	0.000000	1
诃	0.000000	0.000000	12
虱	0.000000	0.000000	27
梼	0.000000	0.000000	2
烁	0.000000	0.000000	38
龃	0.000000	0.000000	5
麛	0.000000	0.000000	16
楯	0.000000	0.000000	7
嗾	0.000000	0.000000	5
簨	0.000000	0.000000	3
纛	0.000000	0.000000	25
獠	0.000000	0.000000	6
辗	0.000000	0.000000	31
咥	0.000000	0.000000	1
藋	0.000000	0.000000	2
杠	0.000000	0.000000	3
稹	0.000000	0.000000	3
跒	0.000000	0.000000	3
簳	0.000000	0.000000	8
瞤	0.000000	0.000000	1
汹	0.000000	0.000000	26
戡	0.000000	0.000000	11
輷	0.000000	0.000000	1
顗	0.000000	0.000000	3
悼	0.000000	0.000000	20
瘳	0.000000	0.000000	12
匏	0.000000	0.000000	31
豕	0.000000	0.000000	19
殑	0.000000	0.000000	1
噒	0.000000	0.000000	1
龌	0.000000	0.000000	7
隥	0.000000	0.000000	1
鰅	0.000000	0.000000	1
櫐	0.000000	0.000000	1
酺	0.000000	0.000000	25
嵼	0.000000	0.000000	1
谞	0.000000	0.000000	1
岈	0.000000	0.000000	1
憯	0.000000	0.000000	4
韂	0.000000	0.000000	2
督	0.000000	0.000000	14
鶢	0.000000	0.000000	5
窍	0.000000	0.000000	19
揳	0.000000	0.000000	1
罔	0.000000	0.000000	45
壅	0.000000	0.000000	17
躏	0.000000	0.000000	2
逻	0.000000	0.000000	14
趗	0.000000	0.000000	2
蟏	0.000000	0.000000	15
腴	0.000000	0.000000	27
饔	0.000000	0.000000	7
浒	0.000000	0.000000	11
鲵	0.000000	0.000000	32
啮	0.000000	0.000000	35
钑	0.000000	0.000000	2
霶	0.000000	0.000000	1
氅	0.000000	0.000000	43
柤	0.000000	0.000000	1
鉏	0.000000	0.000000	14
沌	0.000000	0.000000	22
弮	0.000000	0.000000	2
骼	0.000000	0.000000	6
剽	0.000000	0.000000	8
磥	0.000000	0.000000	3
綍	0.000000	0.000000	14
莳	0.000000	0.000000	9
妷	0.000000	0.000000	1
騞	0.000000	0.000000	7
椇	0.000000	0.000000	1
瞌	0.000000	0.000000	2
呃	0.000000	0.000000	4
锱	0.000000	0.000000	7
蛀	0.000000	0.000000	1
翙	0.000000	0.000000	3
娈	0.000000	0.000000	19
宕	0.000000	0.000000	6
酂	0.000000	0.000000	19
俳	0.000000	0.000000	1
揣	0.000000	0.000000	11
脽	0.000000	0.000000	1
袋	0.000000	0.000000	7
櫺	0.000000	0.000000	1
诒	0.000000	0.000000	1
懑	0.000000	0.000000	6
鹳	0.000000	0.000000	26
桯	0.000000	0.000000	1
绦	0.000000	0.000000	27
埭	0.000000	0.000000	4
绨	0.000000	0.000000	12
黳	0.000000	0.000000	7
亸	0.000000	0.000000	24
濠	0.000000	0.000000	25
樀	0.000000	0.000000	1
佑	0.000000	0.000000	9
黟	0.000000	0.000000	2
翾	0.000000	0.000000	21
蓍	0.000000	0.000000	19
塠	0.000000	0.000000	4
胯	0.000000	0.000000	8
嚅	0.000000	0.000000	1
歧	0.000000	0.000000	37
呰	0.000000	0.000000	1
銍	0.000000	0.000000	1
楢	0.000000	0.000000	2
盂	0.000000	0.000000	46
炬	0.000000	0.000000	45
驮	0.000000	0.000000	20
唁	0.000000	0.000000	3
倜	0.000000	0.000000	14
踵	0.000000	0.000000	16
輼	0.000000	0.000000	4
愠	0.000000	0.000000	15
菟	0.000000	0.000000	11
硐	0.000000	0.000000	1
燐	0.000000	0.000000	1
聒	0.000000	0.000000	36
瘼	0.000000	0.000000	18
寤	0.000000	0.000000	36
届	0.000000	0.000000	10
虻	0.000000	0.000000	6
鶤	0.000000	0.000000	1
羔	0.000000	0.000000	21
哽	0.000000	0.000000	3
刓	0.000000	0.000000	8
槔	0.000000	0.000000	19
黈	0.000000	0.000000	3
鲐	0.000000	0.000000	2
蜘	0.000000	0.000000	29
醥	0.000000	0.000000	2
瀴	0.000000	0.000000	1
舰	0.000000	0.000000	20
缣	0.000000	0.000000	42
裼	0.000000	0.000000	1
颖	0.000000	0.000000	26
噞	0.000000	0.000000	8
孕	0.000000	0.000000	30
摏	0.000000	0.000000	1
抢	0.000000	0.000000	19
搥	0.000000	0.000000	2
翿	0.000000	0.000000	3
嶾	0.000000	0.000000	1
藖	0.000000	0.000000	1
耰	0.000000	0.000000	1
珩	0.000000	0.000000	5
怵	0.000000	0.000000	8
囐	0.000000	0.000000	1
咚	0.000000	0.000000	3
磑	0.000000	0.000000	4
禜	0.000000	0.000000	2
濮	0.000000	0.000000	9
熠	0.000000	0.000000	23
滚	0.000000	0.000000	4
觌	0.000000	0.000000	41
酷	0.000000	0.000000	46
簠	0.000000	0.000000	7
馑	0.000000	0.000000	2
鏚	0.000000	0.000000	9
鍪	0.000000	0.000000	6
菁	0.000000	0.000000	18
鄢	0.000000	0.000000	12
瑙	0.000000	0.000000	9
楥	0.000000	0.000000	2
餮	0.000000	0.000000	1
詀	0.000000	0.000000	2
纮	0.000000	0.000000	13
雭	0.000000	0.000000	1
恪	0.000000	0.000000	2
莼	0.000000	0.000000	46
卸	0.000000	0.000000	30
芩	0.000000	0.000000	2
例	0.000000	0.000000	35
樟	0.000000	0.000000	17
贿	0.000000	0.000000	3
猳	0.000000	0.000000	1
蠈	0.000000	0.000000	1
砀	0.000000	0.000000	13
铙	0.000000	0.000000	28
慅	0.000000	0.000000	1
佽	0.000000	0.000000	1
哢	0.000000	0.000000	15
諵	0.000000	0.000000	1
弋	0.000000	0.000000	35
晻	0.000000	0.000000	10
茉	0.000000	0.000000	2
幹	0.000000	0.000000	5
赪	0.000000	0.000000	40
逭	0.000000	0.000000	2
靃	0.000000	0.000000	8
薏	0.000000	0.000000	14
硗	0.000000	0.000000	9
娉	0.000000	0.000000	46
罾	0.000000	0.000000	25
瀜	0.000000	0.000000	1
厓	0.000000	0.000000	11
蔌	0.000000	0.000000	3
恙	0.000000	0.000000	11
嵾	0.000000	0.000000	1
桕	0.000000	0.000000	1
泡	0.000000	0.000000	11
霃	0.000000	0.000000	1
舕	0.000000	0.000000	1
隘	0.000000	0.000000	45
輨	0.000000	0.000000	1
焜	0.000000	0.000000	4
羖	0.000000	0.000000	4
驩	0.000000	0.000000	4
綀	0.000000	0.000000	2
饴	0.000000	0.000000	9
唏	0.000000	0.000000	3
悍	0.000000	0.000000	13
拮	0.000000	0.000000	1
帟	0.000000	0.000000	24
驶	0.000000	0.000000	38
奭	0.000000	0.000000	4
秞	0.000000	0.000000	1
祺	0.000000	0.000000	3
镌	0.000000	0.000000	46
郤	0.000000	0.000000	8
瞍	0.000000	0.000000	2
珀	0.000000	0.000000	40
盎	0.000000	0.000000	13
熁	0.000000	0.000000	1
麧	0.000000	0.000000	1
躠	0.000000	0.000000	4
燬	0.000000	0.000000	1
忡	0.000000	0.000000	18
榥	0.000000	0.000000	1
邴	0.000000	0.000000	11
霈	0.000000	0.000000	18
絇	0.000000	0.000000	2
嘱	0.000000	0.000000	26
楸	0.000000	0.000000	38
憧	0.000000	0.000000	18
迮	0.000000	0.000000	3
篙	0.000000	0.000000	34
聂	0.000000	0.000000	2
玺	0.000000	0.000000	23
抏	0.000000	0.000000	1
姆	0.000000	0.000000	1
躡	0.000000	0.000000	1
窘	0.000000	0.000000	20
帱	0.000000	0.000000	7
嫓	0.000000	0.000000	1
闼	0.000000	0.000000	49
殡	0.000000	0.000000	9
簺	0.000000	0.000000	2
么	0.000000	0.000000	33
斁	0.000000	0.000000	6
洳	0.000000	0.000000	8
芮	0.000000	0.000000	7
肮	0.000000	0.000000	6
鳜	0.000000	0.000000	7
娶	0.000000	0.000000	32
閈	0.000000	0.000000	9
沂	0.000000	0.000000	25
翣	0.000000	0.000000	11
粳	0.000000	0.000000	34
怊	0.000000	0.000000	5
棆	0.000000	0.000000	1
毰	0.000000	0.000000	6
彯	0.000000	0.000000	5
浍	0.000000	0.000000	9
冁	0.000000	0.000000	1
霎	0.000000	0.000000	9
仡	0.000000	0.000000	2
跟	0.000000	0.000000	2
灀	0.000000	0.000000	1
讳	0.000000	0.000000	35
垌	0.000000	0.000000	1
腓	0.000000	0.000000	14
咳	0.000000	0.000000	9
块	0.000000	0.000000	49
蹬	0.000000	0.000000	32
璊	0.000000	0.000000	1
魁	0.000000	0.000000	21
搅	0.000000	0.000000	42
赧	0.000000	0.000000	4
堮	0.000000	0.000000	1
刊	0.000000	0.000000	37
唠	0.000000	0.000000	3
髫	0.000000	0.000000	13
疵	0.000000	0.000000	46
逤	0.000000	0.000000	6
狒	0.000000	0.000000	4
疗	0.000000	0.000000	21
挨	0.000000	0.000000	2
舁	0.000000	0.000000	27
幛	0.000000	0.000000	5
枻	0.000000	0.000000	17
歉	0.000000	0.000000	9
俚	0.000000	0.000000	5
龚	0.000000	0.000000	27
皞	0.000000	0.000000	9
伣	0.000000	0.000000	3
砖	0.000000	0.000000	30
捍	0.000000	0.000000	11
瞳	0.000000	0.000000	36
仄	0.000000	0.000000	24
箊	0.000000	0.000000	3
叛	0.000000	0.000000	28
糁	0.000000	0.000000	10
溱	0.000000	0.000000	8
愬	0.000000	0.000000	8
賨	0.000000	0.000000	4
钖	0.000000	0.000000	1
藁	0.000000	0.000000	18
巏	0.000000	0.000000	1
哗	0.000000	0.000000	21
篘	0.000000	0.000000	8
柈	0.000000	0.000000	2
甪	0.000000	0.000000	7
罽	0.000000	0.000000	15
孑	0.000000	0.000000	15
坰	0.000000	0.000000	31
伞	0.000000	0.000000	10
讙	0.000000	0.000000	8
怖	0.000000	0.000000	10
哇	0.000000	0.000000	5
诅	0.000000	0.000000	3
聘	0.000000	0.000000	38
锽	0.000000	0.000000	5
狞	0.000000	0.000000	42
劭	0.000000	0.000000	1
髹	0.000000	0.000000	3
猥	0.000000	0.000000	7
猖	0.000000	0.000000	24
笯	0.000000	0.000000	1
镟	0.000000	0.000000	3
鸑	0.000000	0.000000	19
冽	0.000000	0.000000	24
罳	0.000000	0.000000	16
舲	0.000000	0.000000	15
蠕	0.000000	0.000000	3
矿	0.000000	0.000000	4
痡	0.000000	0.000000	1
诘	0.000000	0.000000	37
莸	0.000000	0.000000	5
燂	0.000000	0.000000	2
仅	0.000000	0.000000	18
苽	0.000000	0.000000	2
胖	0.000000	0.000000	2
晌	0.000000	0.000000	5
幞	0.000000	0.000000	4
荤	0.000000	0.000000	23
脤	0.000000	0.000000	8
蠛	0.000000	0.000000	3
渑	0.000000	0.000000	7
觊	0.000000	0.000000	10
帚	0.000000	0.000000	26
箝	0.000000	0.000000	3
庠	0.000000	0.000000	10
鋄	0.000000	0.000000	1
蠖	0.000000	0.000000	12
侏	0.000000	0.000000	10
祢	0.000000	0.000000	40
瀯	0.000000	0.000000	1
鹒	0.000000	0.000000	3
虈	0.000000	0.000000	1
亨	0.000000	0.000000	34
爷	0.000000	0.000000	10
銙	0.000000	0.000000	1
椅	0.000000	0.000000	6
捞	0.000000	0.000000	6
潋	0.000000	0.000000	41
璐	0.000000	0.000000	1
洸	0.000000	0.000000	4
钊	0.000000	0.000000	1
纣	0.000000	0.000000	10
嗒	0.000000	0.000000	1
蔚	0.000000	0.000000	34
駖	0.000000	0.000000	2
揉	0.000000	0.000000	15
緌	0.000000	0.000000	17
壀	0.000000	0.000000	1
沩	0.000000	0.000000	4
憸	0.000000	0.000000	2
麳	0.000000	0.000000	1
湜	0.000000	0.000000	6
邽	0.000000	0.000000	5
縩	0.000000	0.000000	1
雩	0.000000	0.000000	11
氃	0.000000	0.000000	1
斒	0.000000	0.000000	5
禺	0.000000	0.000000	14
偿	0.000000	0.000000	12
镔	0.000000	0.000000	1
嵝	0.000000	0.000000	4
飗	0.000000	0.000000	36
箑	0.000000	0.000000	4
瘤	0.000000	0.000000	5
圜	0.000000	0.000000	22
甑	0.000000	0.000000	34
鮹	0.000000	0.000000	2
觐	0.000000	0.000000	29
氾	0.000000	0.000000	1
綛	0.000000	0.000000	1
搬	0.000000	0.000000	4
貅	0.000000	0.000000	13
统	0.000000	0.000000	38
滇	0.000000	0.000000	6
淝	0.000000	0.000000	6
狌	0.000000	0.000000	1
徯	0.000000	0.000000	9
摎	0.000000	0.000000	1
麓	0.000000	0.000000	33
蝛	0.000000	0.000000	1
杓	0.000000	0.000000	30
蛱	0.000000	0.000000	38
垲	0.000000	0.000000	2
睚	0.000000	0.000000	4
逵	0.000000	0.000000	26
螃	0.000000	0.000000	1
嶷	0.000000	0.000000	17
缞	0.000000	0.000000	1
撑	0.000000	0.000000	45
惋	0.000000	0.000000	9
囷	0.000000	0.000000	28
艘	0.000000	0.000000	26
柰	0.000000	0.000000	13
匄	0.000000	0.000000	4
醐	0.000000	0.000000	28
溧	0.000000	0.000000	6
筥	0.000000	0.000000	1
爨	0.000000	0.000000	45
汨	0.000000	0.000000	34
粝	0.000000	0.000000	13
灉	0.000000	0.000000	9
洑	0.000000	0.000000	10
搢	0.000000	0.000000	14
趢	0.000000	0.000000	2
踥	0.000000	0.000000	1
趯	0.000000	0.000000	3
睛	0.000000	0.000000	23
胀	0.000000	0.000000	1
唽	0.000000	0.000000	1
婀	0.000000	0.000000	19
闵	0.000000	0.000000	13
幨	0.000000	0.000000	8
跱	0.000000	0.000000	2
谦	0.000000	0.000000	34
岏	0.000000	0.000000	7
纕	0.000000	0.000000	1
耇	0.000000	0.000000	1
眢	0.000000	0.000000	3
碪	0.000000	0.000000	2
庪	0.000000	0.000000	1
厢	0.000000	0.000000	18
婪	0.000000	0.000000	2
芷	0.000000	0.000000	49
谲	0.000000	0.000000	6
暨	0.000000	0.000000	8
孜	0.000000	0.000000	16
挺	0.000000	0.000000	46
鹆	0.000000	0.000000	15
洱	0.000000	0.000000	1
芫	0.000000	0.000000	1
甜	0.000000	0.000000	21
茹	0.000000	0.000000	29
姥	0.000000	0.000000	29
镉	0.000000	0.000000	1
柣	0.000000	0.000000	1
睗	0.000000	0.000000	2
刎	0.000000	0.000000	6
甔	0.000000	0.000000	3
脯	0.000000	0.000000	11
娲	0.000000	0.000000	19
栌	0.000000	0.000000	5
匕	0.000000	0.000000	30
钉	0.000000	0.000000	20
摹	0.000000	0.000000	5
鲭	0.000000	0.000000	5
眽	0.000000	0.000000	2
